,Amount (1000 metric tons)
7078,3
7079,5
7080,3
7081,4
7082,4
7083,5
7084,6
7085,8
7086,5
7087,4
7088,4
7089,6
7090,5
7091,4
7092,4
7093,3
7094,4
7095,6
7096,7
7103,0
7104,0
7105,0
7106,1
7107,1
7108,1
7109,2
7110,0
7111,0
7112,0
7113,0
7114,0
7115,0
7116,0
7117,0
7118,0
7119,0
7120,0
7121,0
7122,0
7123,0
7124,0
7125,0
7126,0
7127,0
7128,0
7135,248
7136,203
7137,179
7138,205
7139,174
7140,304
7141,1009
7142,130
7143,209
7144,201
7145,184
7146,4
7147,9
7148,183
7149,847
7150,169
7151,67
7152,737
7153,4385
7154,41
7155,2
7156,592
7157,4
7158,81
7159,25
7160,2
7167,38
7168,0
7169,1
7170,0
7171,2
7172,2
7173,55
7174,54
7175,0
7176,0
7177,1
7178,0
7179,0
7180,0
7181,0
7182,0
7183,10
7184,0
7185,4
7186,1
7187,1
7188,1
7189,1
7190,2
7191,1
7192,3
7199,0
7200,0
7201,0
7202,0
7203,0
7204,0
7205,0
7206,0
7207,0
7208,0
7209,0
7210,0
7211,0
7212,1
7213,0
7214,0
7215,0
7216,0
7217,0
7218,0
7219,0
7220,0
7221,0
7222,1
7223,1
7224,0
7231,0
7232,0
7233,0
7234,0
7235,0
7236,0
7237,0
7238,0
7239,0
7240,0
7241,0
7242,0
7243,0
7244,0
7245,0
7246,0
7247,0
7248,0
7249,0
7250,0
7251,0
7252,0
7253,0
7254,0
7255,1
7256,0
7263,1
7264,1
7265,0
7266,0
7267,0
7268,0
7269,1
7270,7
7271,6
7272,0
7273,2
7274,1
7275,1
7276,1
7277,1
7278,0
7279,0
7280,1
7281,0
7282,1
7283,1
7284,1
7285,1
7286,0
7287,0
7288,0
7295,0
7296,0
7297,0
7298,0
7299,0
7300,0
7301,0
7302,0
7303,0
7304,0
7305,0
7306,0
7307,0
7308,1
7309,0
7310,0
7311,0
7312,1
7313,0
7314,0
7315,0
7316,1
7317,0
7318,0
7319,0
7320,1
7327,100
7328,45
7329,0
7330,0
7331,0
7332,1
7333,1
7334,0
7335,0
7336,0
7337,0
7338,28
7339,0
7340,1
7341,0
7342,0
7343,0
7344,0
7345,0
7346,0
7347,0
7348,0
7349,0
7350,0
7351,0
7352,0
7359,25
7360,0
7361,0
7362,0
7363,0
7364,0
7365,0
7366,0
7367,0
7368,0
7369,0
7370,0
7371,0
7372,0
7373,0
7374,0
7375,0
7376,0
7377,0
7378,0
7379,0
7380,0
7381,0
7382,1
7383,0
7384,0
7391,3
7392,0
7393,0
7394,0
7395,0
7396,0
7397,0
7398,1
7399,1
7400,1
7401,1
7402,0
7403,0
7404,0
7405,0
7406,0
7407,0
7408,0
7409,0
7410,0
7411,0
7412,0
7413,0
7414,0
7415,1
7416,0
7423,0
7424,0
7425,0
7426,0
7427,0
7428,282
7429,0
7430,0
7431,0
7432,0
7433,0
7434,0
7435,0
7436,0
7437,0
7438,0
7439,0
7440,0
7441,0
7442,0
7443,0
7444,0
7445,0
7446,0
7447,0
7448,0
7455,0
7456,2
7457,0
7458,0
7459,1
7460,38
7461,4
7462,4
7463,2
7464,1
7465,1
7466,0
7467,0
7468,1
7469,1
7470,0
7471,0
7472,0
7473,0
7474,0
7475,0
7476,0
7477,0
7478,0
7479,1
7480,0
7487,0
7488,0
7489,0
7490,0
7491,0
7492,0
7493,0
7494,0
7495,0
7496,0
7497,0
7498,1
7499,0
7500,0
7501,0
7502,0
7503,0
7504,0
7505,0
7506,0
7507,0
7508,0
7509,0
7510,0
7511,0
7512,0
7519,0
7520,0
7521,0
7522,0
7523,0
7524,0
7525,0
7526,0
7527,0
7528,0
7529,0
7530,0
7531,0
7532,0
7533,0
7534,0
7535,0
7536,0
7537,0
7538,0
7539,0
7540,0
7541,0
7542,0
7543,0
7544,0
7551,0
7552,0
7553,0
7554,0
7555,0
7556,0
7557,0
7558,0
7559,0
7560,0
7561,0
7562,2
7563,0
7564,0
7565,0
7566,0
7567,0
7568,0
7569,0
7570,0
7571,0
7572,0
7573,0
7574,0
7575,0
7576,0
7583,0
7584,0
7585,0
7586,0
7587,23
7588,0
7589,0
7590,43
7591,0
7592,0
7593,0
7594,0
7595,0
7596,0
7597,0
7598,0
7599,1
7600,0
7601,23
7602,1
7603,0
7604,7
7605,0
7606,0
7607,0
7608,1
7615,1
7616,1
7617,2
7618,1
7619,0
7620,0
7621,4
7622,0
7623,0
7624,0
7625,0
7626,0
7627,0
7628,0
7629,0
7630,0
7631,0
7632,0
7633,20
7634,13
7635,0
7636,0
7637,0
7638,0
7639,0
7640,0
7647,0
7648,0
7649,4
7650,0
7651,0
7652,0
7653,0
7654,0
7655,0
7656,0
7657,0
7658,0
7659,0
7660,0
7661,0
7662,0
7663,0
7664,0
7665,0
7666,0
7667,0
7668,0
7669,0
7670,0
7671,0
7672,0
7679,30
7680,33
7681,36
7682,10
7683,0
7684,0
7685,0
7686,0
7687,0
7688,0
7689,0
7690,0
7691,0
7692,0
7693,0
7694,0
7695,0
7696,0
7697,0
7698,0
7699,0
7700,0
7701,0
7702,0
7703,0
7704,0
7711,0
7712,100
7713,0
7714,0
7715,0
7716,0
7717,18
7718,1
7719,0
7720,0
7721,0
7722,0
7723,0
7724,0
7725,0
7726,0
7727,0
7728,0
7729,0
7730,3
7731,0
7732,0
7733,0
7734,0
7735,0
7736,0
7743,0
7744,1
7745,0
7746,0
7747,0
7748,0
7749,8
7750,25
7751,27
7752,0
7753,0
7754,0
7755,0
7756,0
7757,0
7758,0
7759,3
7760,0
7761,0
7762,0
7763,0
7764,0
7765,0
7766,0
7767,0
7768,0
7775,0
7776,0
7777,0
7778,0
7779,0
7780,0
7781,0
7782,0
7783,0
7784,0
7785,0
7786,0
7787,1
7788,0
7789,0
7790,0
7791,0
7792,0
7793,0
7794,0
7795,0
7796,0
7797,0
7798,0
7799,0
7800,0
7807,0
7808,0
7809,0
7810,0
7811,0
7812,0
7813,0
7814,0
7815,0
7816,0
7817,0
7818,0
7819,0
7820,0
7821,0
7822,0
7823,0
7824,0
7825,0
7826,0
7827,0
7828,0
7829,0
7830,0
7831,0
7832,0
7839,0
7840,0
7841,0
7842,0
7843,0
7844,0
7845,0
7846,0
7847,0
7848,0
7849,0
7850,0
7851,0
7852,0
7853,0
7854,0
7855,0
7856,0
7857,0
7858,0
7859,0
7860,0
7861,0
7862,0
7863,0
7864,0
7871,371
7872,166
7873,75
7874,230
7875,83
7876,194
7877,351
7878,458
7879,107
7880,92
7881,135
7882,120
7883,30
7884,39
7885,131
7886,27
7887,16
7888,18
7889,174
7890,0
7891,6
7892,150
7893,0
7894,0
7895,0
7896,0
7903,2
7904,1
7905,1
7906,3
7907,2
7908,4
7909,3
7910,2
7911,3
7912,3
7913,3
7914,0
7915,0
7916,1
7917,0
7918,0
7919,0
7920,0
7921,0
7922,0
7923,0
7924,0
7925,0
7926,0
7927,4
7928,0
7935,290
7936,51
7937,91
7938,50
7939,0
7940,0
7941,0
7942,0
7943,0
7944,0
7945,0
7946,0
7947,0
7948,0
7949,0
7950,0
7951,0
7952,0
7953,0
7954,0
7955,0
7956,0
7957,0
7958,0
7959,0
7960,0
7967,0
7968,0
7969,0
7970,0
7971,0
7972,0
7973,0
7974,0
7975,1
7976,0
7977,0
7978,0
7979,0
7980,0
7981,0
7982,1
7983,0
7984,0
7985,0
7986,0
7987,0
7988,0
7989,0
7990,0
7991,0
7992,0
7999,0
8000,0
8001,0
8002,0
8003,0
8004,1
8005,1
8006,1
8007,0
8008,107
8009,0
8010,0
8011,0
8012,1
8013,0
8014,0
8015,39
8016,0
8017,0
8018,0
8019,123
8020,112
8021,0
8022,0
8023,0
8024,0
8031,106
8032,0
8033,0
8034,0
8035,0
8036,0
8037,0
8038,44
8039,20
8040,0
8041,0
8042,0
8043,0
8044,0
8045,0
8046,0
8047,0
8048,0
8049,130
8050,0
8051,0
8052,0
8053,0
8054,0
8055,0
8056,0
8063,0
8064,0
8065,0
8066,2
8067,0
8068,0
8069,0
8070,0
8071,0
8072,0
8073,0
8074,0
8075,0
8076,0
8077,0
8078,0
8079,0
8080,0
8081,0
8082,0
8083,0
8084,0
8085,0
8086,0
8087,0
8088,0
8095,0
8096,0
8097,20
8098,0
8099,0
8100,0
8101,0
8102,0
8103,0
8104,0
8105,0
8106,0
8107,0
8108,0
8109,0
8110,0
8111,0
8112,0
8113,0
8114,0
8115,0
8116,0
8117,0
8118,0
8119,0
8120,0
8127,0
8128,0
8129,0
8130,0
8131,0
8132,0
8133,0
8134,0
8135,0
8136,0
8137,55
8138,12
8139,0
8140,0
8141,0
8142,0
8143,0
8144,0
8145,0
8146,0
8147,0
8148,0
8149,0
8150,0
8151,2
8152,0
8159,0
8160,10
8161,0
8162,0
8163,9
8164,0
8165,0
8166,0
8167,0
8168,0
8169,0
8170,0
8171,1
8172,0
8173,0
8174,0
8175,0
8176,0
8177,0
8178,1
8179,0
8180,0
8181,0
8182,0
8183,0
8184,0
8191,52
8192,115
8193,85
8194,147
8195,0
8196,0
8197,0
8198,139
8199,0
8200,0
8201,0
8202,0
8203,0
8204,0
8205,0
8206,0
8207,0
8208,0
8209,0
8210,0
8211,0
8212,0
8213,0
8214,1
8215,0
8216,0
8223,0
8224,0
8225,0
8226,0
8227,0
8228,0
8229,0
8230,0
8231,0
8232,0
8233,0
8234,0
8235,0
8236,0
8237,0
8238,4
8239,2
8240,0
8241,0
8242,0
8243,0
8244,0
8245,0
8246,0
8247,0
8248,0
8255,0
8256,0
8257,0
8258,0
8259,0
8260,0
8261,0
8262,0
8263,0
8264,0
8265,0
8266,0
8267,0
8268,0
8269,0
8270,0
8271,0
8272,0
8273,0
8274,0
8275,0
8276,0
8277,0
8278,0
8279,0
8280,0
